FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
25,0.007341,0.77638,0.036852,-0.13926,0.56972,0.03254,-0.23139,0.80476,-0.003502,0.14946,0.53738,0.027625,0.24515,0.79685,0.004163,-0.25439,1.021,-0.033509,0.26681,1.0059,-0.02149,-0.069007,0.056936,-0.028234,0.074142,0.050784,-0.032315,-0.11934,-0.35743,-0.040829,0.10996,-0.39408,-0.020118,-0.1224,-0.72775,-0.037353,0.10888,-0.74193,-0.043106
26,0.007479,0.77651,0.036652,-0.13812,0.57106,0.033537,-0.22884,0.80635,0.001748,0.14938,0.53836,0.027827,0.24401,0.79809,0.008734,-0.25036,1.0244,-0.024732,0.26583,1.0087,-0.012658,-0.0689,0.058084,-0.028228,0.074151,0.051652,-0.032562,-0.11913,-0.35686,-0.041112,0.10999,-0.39404,-0.020124,-0.12234,-0.72815,-0.037703,0.10896,-0.74241,-0.043211
27,0.007637,0.77676,0.036388,-0.13703,0.5727,0.034132,-0.22701,0.80793,0.005942,0.14938,0.53973,0.027863,0.24319,0.79881,0.012411,-0.24713,1.0279,-0.017617,0.26531,1.0108,-0.005965,-0.068767,0.059211,-0.028115,0.074173,0.052537,-0.032669,-0.11892,-0.35624,-0.041305,0.11005,-0.39384,-0.020122,-0.12225,-0.72815,-0.037615,0.10906,-0.74241,-0.043207
28,0.007803,0.77707,0.036213,-0.13593,0.57434,0.034726,-0.22554,0.80912,0.009434,0.14934,0.54117,0.02797,0.24263,0.79943,0.015413,-0.24571,1.0287,-0.013293,0.26514,1.0124,-0.001278,-0.068622,0.060371,-0.027979,0.074214,0.053511,-0.032668,-0.11869,-0.35568,-0.041433,0.11011,-0.3936,-0.02012,-0.12222,-0.72815,-0.037221,0.10915,-0.74241,-0.043204
29,0.007949,0.77738,0.036045,-0.13531,0.57503,0.035127,-0.22453,0.81023,0.011894,0.14937,0.54206,0.028028,0.24237,0.79967,0.017458,-0.24463,1.0289,-0.009815,0.26504,1.0133,0.001586,-0.068482,0.061108,-0.027789,0.074318,0.054103,-0.032665,-0.11846,-0.35515,-0.041501,0.11021,-0.39335,-0.020117,-0.12217,-0.72761,-0.03672,0.10931,-0.74241,-0.043198
30,0.008068,0.77773,0.035901,-0.13502,0.57556,0.035175,-0.22385,0.81169,0.013214,0.14941,0.54267,0.028031,0.24233,0.80048,0.018647,-0.24424,1.029,-0.008568,0.26499,1.0146,0.002995,-0.068403,0.062059,-0.027591,0.074523,0.054831,-0.032657,-0.11827,-0.35426,-0.041494,0.11033,-0.39295,-0.019931,-0.12212,-0.72651,-0.036017,0.10938,-0.74226,-0.042997
31,0.008174,0.77796,0.035779,-0.13487,0.57558,0.03518,-0.22336,0.81288,0.014126,0.14945,0.54292,0.028032,0.24229,0.80127,0.019554,-0.24425,1.0287,-0.00813,0.2651,1.0159,0.003753,-0.068335,0.062803,-0.027272,0.074778,0.055485,-0.032629,-0.11809,-0.35365,-0.041488,0.11046,-0.39264,-0.019714,-0.12213,-0.72551,-0.035661,0.10949,-0.74209,-0.042813
32,0.008254,0.77797,0.03575,-0.13487,0.57558,0.03518,-0.2231,0.81388,0.014643,0.14969,0.54292,0.028041,0.24227,0.8019,0.020229,-0.24425,1.0285,-0.00813,0.2656,1.0169,0.003771,-0.068308,0.063409,-0.026779,0.075062,0.055983,-0.032542,-0.11791,-0.35306,-0.041482,0.11061,-0.39228,-0.019388,-0.12213,-0.7247,-0.035667,0.10961,-0.74148,-0.042563
33,0.008271,0.77812,0.035739,-0.13487,0.57546,0.0351,-0.2231,0.8146,0.014643,0.14994,0.54266,0.027864,0.2424,0.80244,0.020234,-0.24425,1.0287,-0.00813,0.26644,1.0175,0.003801,-0.068314,0.06366,-0.026348,0.075344,0.056306,-0.032353,-0.11778,-0.35256,-0.04143,0.11077,-0.3918,-0.018967,-0.12201,-0.7232,-0.035493,0.10971,-0.74047,-0.042027
34,0.008269,0.77818,0.03579,-0.13486,0.57505,0.034885,-0.2231,0.81525,0.014643,0.15011,0.54233,0.027772,0.2426,0.80291,0.020241,-0.24425,1.0287,-0.00813,0.26739,1.0182,0.003835,-0.06833,0.063813,-0.025824,0.075689,0.056474,-0.031978,-0.11764,-0.35206,-0.041283,0.11095,-0.39136,-0.018517,-0.1219,-0.72174,-0.035135,0.10975,-0.73952,-0.041519
