FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
69,-0.005254,0.78414,0.048137,-0.16431,0.5691,0.011354,-0.31694,0.7382,-0.034964,0.18424,0.55407,0.022951,0.34277,0.69828,-0.006668,-0.39136,0.90751,-0.085978,0.40724,0.8699,-0.046149,-0.062955,0.051065,-0.003426,0.081629,0.050818,0.003336,-0.1112,-0.34138,-0.017722,0.11997,-0.34078,0.007167,-0.12837,-0.67341,0.028686,0.12628,-0.66997,0.054383
70,-0.005239,0.77816,0.049408,-0.16437,0.56568,0.013897,-0.31657,0.73521,-0.034209,0.18387,0.55154,0.024396,0.34213,0.69348,-0.005814,-0.38992,0.90572,-0.08506,0.40477,0.86438,-0.045828,-0.062997,0.047416,0.002267,0.081745,0.047276,0.009165,-0.11169,-0.34249,-0.024324,0.12349,-0.3408,0.000828,-0.1286,-0.67474,0.027428,0.12696,-0.67124,0.052965
71,-0.005218,0.76918,0.051225,-0.1646,0.55977,0.016747,-0.31625,0.72975,-0.033435,0.18273,0.54401,0.026874,0.34118,0.68695,-0.004869,-0.38837,0.90195,-0.084075,0.4018,0.85722,-0.045493,-0.063468,0.040764,0.009088,0.081825,0.040626,0.016112,-0.11249,-0.34431,-0.032651,0.1275,-0.34081,-0.007018,-0.12899,-0.67642,0.025694,0.12777,-0.67336,0.051043
72,-0.005406,0.75667,0.053778,-0.16543,0.54898,0.020186,-0.31541,0.71962,-0.032022,0.18135,0.53364,0.029829,0.33976,0.67754,-0.004025,-0.38665,0.89415,-0.082965,0.39842,0.84903,-0.045292,-0.064141,0.030831,0.016765,0.081914,0.03088,0.023897,-0.11355,-0.34706,-0.04226,0.13219,-0.34186,-0.016459,-0.12957,-0.67837,0.023504,0.12866,-0.67629,0.048647
73,-0.005632,0.74087,0.056693,-0.16637,0.53453,0.023569,-0.31443,0.70774,-0.03071,0.1797,0.52006,0.033105,0.33839,0.66498,-0.0036,-0.38501,0.88552,-0.081905,0.39439,0.83825,-0.045245,-0.064884,0.017536,0.024696,0.082006,0.017842,0.031902,-0.11499,-0.35107,-0.053323,0.13725,-0.34474,-0.027156,-0.13039,-0.68049,0.021094,0.12966,-0.67958,0.045958
74,-0.005733,0.72089,0.059965,-0.16624,0.51623,0.026866,-0.31295,0.69253,-0.029391,0.17788,0.50285,0.036459,0.33679,0.64866,-0.003581,-0.38305,0.8758,-0.081184,0.39053,0.82616,-0.04533,-0.06577,0.000995,0.032515,0.081886,0.001409,0.03985,-0.11675,-0.35489,-0.065508,0.14234,-0.34645,-0.038543,-0.13133,-0.68263,0.018553,0.13067,-0.68298,0.043132
75,-0.005834,0.69719,0.063442,-0.16621,0.49448,0.029504,-0.31133,0.67401,-0.028341,0.17581,0.48029,0.039335,0.33511,0.62883,-0.003562,-0.37994,0.85948,-0.081043,0.38689,0.81224,-0.045471,-0.066653,-0.019095,0.040435,0.081545,-0.0188,0.047715,-0.11866,-0.35953,-0.07839,0.14778,-0.34854,-0.050514,-0.13238,-0.6848,0.015735,0.13158,-0.68665,0.040092
76,-0.005821,0.67031,0.066729,-0.16615,0.47017,0.03166,-0.30969,0.6525,-0.028123,0.17364,0.45584,0.041621,0.33337,0.60544,-0.003542,-0.37649,0.84005,-0.081083,0.3834,0.79554,-0.046118,-0.067906,-0.043486,0.052668,0.080968,-0.043013,0.060149,-0.12064,-0.36445,-0.09112,0.15277,-0.35154,-0.062137,-0.13346,-0.68717,0.012591,0.13243,-0.69043,0.036987
77,-0.005746,0.64124,0.069802,-0.16608,0.44223,0.032993,-0.30692,0.62708,-0.028155,0.17127,0.42773,0.042933,0.3318,0.57997,-0.003543,-0.37232,0.81455,-0.08113,0.38038,0.77643,-0.047027,-0.069359,-0.070659,0.065217,0.07997,-0.070168,0.072479,-0.12288,-0.36922,-0.10433,0.15879,-0.35557,-0.076888,-0.13445,-0.68959,0.009455,0.1342,-0.69437,0.030146
78,-0.005735,0.61057,0.072301,-0.16557,0.41072,0.033167,-0.30358,0.59796,-0.028193,0.16901,0.39648,0.043724,0.33054,0.55183,-0.003796,-0.36813,0.78835,-0.081178,0.37794,0.75371,-0.048667,-0.070712,-0.10064,0.077083,0.078901,-0.10012,0.084449,-0.1254,-0.3747,-0.11738,0.16445,-0.36037,-0.091622,-0.13538,-0.69201,0.006335,0.13456,-0.69841,0.026322
