FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
106,-0.01993,0.76653,0.025195,-0.1734,0.58484,-0.012012,-0.27362,0.78351,-0.090052,0.14953,0.5763,0.007584,0.25344,0.76597,-0.058856,-0.32798,1.0195,-0.11767,0.29204,0.9536,-0.089837,-0.079699,0.054019,-0.006062,0.071115,0.057852,-0.005541,-0.10806,-0.32641,-0.041772,0.10955,-0.31457,-0.019534,-0.11582,-0.67404,0.025785,0.10654,-0.65626,0.034102
107,-0.01971,0.75737,0.024984,-0.17282,0.5758,-0.011406,-0.27267,0.77442,-0.090568,0.14865,0.56712,0.006973,0.25275,0.75765,-0.059881,-0.32748,1.0097,-0.11844,0.29083,0.94537,-0.09174,-0.079957,0.046746,-0.000563,0.071657,0.050475,-0.00014,-0.10946,-0.32863,-0.048124,0.11221,-0.31702,-0.025246,-0.11606,-0.67577,0.023689,0.10686,-0.65803,0.032144
108,-0.019471,0.74624,0.024994,-0.17206,0.56487,-0.010549,-0.27169,0.76375,-0.09078,0.14752,0.55534,0.006755,0.25213,0.74773,-0.060918,-0.32684,0.99945,-0.11885,0.28975,0.93551,-0.093186,-0.080329,0.037162,0.005121,0.072153,0.040791,0.005488,-0.11108,-0.33139,-0.054324,0.11483,-0.32003,-0.031022,-0.11629,-0.67773,0.021271,0.10714,-0.66105,0.029541
109,-0.019216,0.73337,0.025004,-0.17123,0.55205,-0.009641,-0.2707,0.75181,-0.090897,0.1463,0.54176,0.006606,0.25175,0.73638,-0.061648,-0.326,0.98864,-0.11917,0.2887,0.92424,-0.094524,-0.080508,0.026104,0.01098,0.072556,0.029753,0.011122,-0.11285,-0.33473,-0.060419,0.11739,-0.32382,-0.036889,-0.11652,-0.67994,0.018663,0.10735,-0.66441,0.026579
110,-0.018859,0.71871,0.025017,-0.1702,0.53667,-0.00863,-0.26972,0.73895,-0.091081,0.1451,0.52683,0.006582,0.25175,0.72313,-0.062399,-0.32508,0.9774,-0.11949,0.28781,0.91253,-0.095827,-0.080658,0.013271,0.016659,0.073135,0.016869,0.016964,-0.11464,-0.33924,-0.066658,0.12008,-0.32836,-0.043285,-0.11658,-0.68238,0.01576,0.10754,-0.66792,0.02354
111,-0.018379,0.70347,0.025142,-0.16914,0.51973,-0.00732,-0.26882,0.72477,-0.091046,0.14398,0.50888,0.006548,0.25176,0.70962,-0.062706,-0.32359,0.96374,-0.12009,0.28701,0.89866,-0.097118,-0.08082,-0.001137,0.02196,0.073701,0.002444,0.022626,-0.11622,-0.34433,-0.072376,0.12265,-0.33391,-0.049367,-0.11649,-0.68437,0.013312,0.10764,-0.67149,0.020717
112,-0.017911,0.68683,0.025704,-0.16815,0.50353,-0.005937,-0.26782,0.70958,-0.091212,0.14323,0.49352,0.006519,0.25177,0.69476,-0.062957,-0.32183,0.94879,-0.12068,0.28646,0.88311,-0.098356,-0.081017,-0.015761,0.027063,0.074369,-0.012055,0.027727,-0.11743,-0.35069,-0.078221,0.12508,-0.34012,-0.055485,-0.1164,-0.68628,0.010955,0.10762,-0.67511,0.017997
113,-0.017399,0.66948,0.026506,-0.16723,0.48714,-0.004534,-0.26693,0.69366,-0.091296,0.1426,0.47838,0.006627,0.25178,0.67899,-0.063258,-0.32012,0.93311,-0.12124,0.28572,0.86611,-0.099772,-0.081197,-0.030904,0.031914,0.075062,-0.02697,0.032715,-0.11825,-0.35795,-0.084049,0.12734,-0.34725,-0.06184,-0.1163,-0.68822,0.008538,0.10769,-0.67874,0.015326
114,-0.016908,0.6517,0.027452,-0.16624,0.46746,-0.00303,-0.26619,0.67774,-0.091268,0.14235,0.45993,0.006993,0.25208,0.66248,-0.063557,-0.31877,0.91499,-0.12232,0.28494,0.84873,-0.10128,-0.081233,-0.046974,0.036482,0.075938,-0.042907,0.037525,-0.11873,-0.36512,-0.089641,0.12928,-0.35466,-0.0678,-0.1162,-0.69019,0.006023,0.10785,-0.68239,0.01267
115,-0.016339,0.63296,0.028515,-0.16516,0.44822,-0.001586,-0.26541,0.66005,-0.091018,0.14206,0.44043,0.008063,0.2524,0.64536,-0.064099,-0.31744,0.90109,-0.12352,0.28442,0.83533,-0.10248,-0.081003,-0.063724,0.040982,0.076911,-0.059352,0.042352,-0.11916,-0.36919,-0.094946,0.13082,-0.35942,-0.073497,-0.11599,-0.69208,0.003747,0.10795,-0.68586,0.010184
116,-0.01583,0.61408,0.029221,-0.16418,0.43153,-0.000283,-0.2646,0.64326,-0.090728,0.14182,0.42226,0.00929,0.25274,0.62828,-0.064746,-0.31607,0.88702,-0.12474,0.28412,0.81813,-0.10433,-0.080707,-0.079941,0.045372,0.077917,-0.075451,0.047024,-0.11937,-0.37292,-0.099649,0.13205,-0.363,-0.07841,-0.11566,-0.69408,0.001953,0.10804,-0.68901,0.007926
117,-0.015207,0.59518,0.029598,-0.16333,0.41303,0.000888,-0.26372,0.62494,-0.090439,0.14141,0.40441,0.010518,0.25272,0.60981,-0.065601,-0.31472,0.87039,-0.12601,0.28371,0.79985,-0.10653,-0.080379,-0.096996,0.054848,0.078707,-0.092355,0.056602,-0.11948,-0.37656,-0.10401,0.13325,-0.36625,-0.083145,-0.11517,-0.69605,0.000596,0.1081,-0.69102,0.006344
118,-0.01446,0.57655,0.029627,-0.16138,0.3903,0.001988,-0.26242,0.60363,-0.09029,0.14103,0.38381,0.011968,0.25295,0.58976,-0.066402,-0.31344,0.84795,-0.12814,0.28333,0.78227,-0.1089,-0.080022,-0.1169,0.06499,0.079576,-0.11225,0.067676,-0.11964,-0.38001,-0.11131,0.13615,-0.36898,-0.091603,-0.11468,-0.69772,-0.000448,0.10797,-0.69274,0.005031
119,-0.013682,0.55868,0.02984,-0.15953,0.36886,0.002939,-0.26099,0.58074,-0.089855,0.14072,0.36422,0.013116,0.25321,0.57134,-0.067218,-0.31221,0.8248,-0.13011,0.28296,0.76563,-0.11123,-0.079536,-0.1361,0.074914,0.080351,-0.131,0.07831,-0.11975,-0.38257,-0.1182,0.1387,-0.37117,-0.099449,-0.11428,-0.69942,-0.001105,0.10766,-0.69433,0.003744
120,-0.012837,0.54217,0.030301,-0.15769,0.34707,0.003536,-0.25945,0.55965,-0.089718,0.14053,0.34321,0.013948,0.25343,0.55092,-0.068098,-0.3117,0.80328,-0.13231,0.28253,0.74578,-0.1143,-0.078866,-0.15561,0.084723,0.081286,-0.1503,0.088798,-0.11974,-0.38494,-0.12524,0.14108,-0.37305,-0.10739,-0.11383,-0.70125,-0.001664,0.10734,-0.69581,0.002523
121,-0.012065,0.52601,0.03071,-0.15586,0.32465,0.003825,-0.25786,0.53866,-0.089801,0.14052,0.32203,0.014374,0.25353,0.53177,-0.069211,-0.31144,0.78176,-0.13488,0.28221,0.7267,-0.11755,-0.078311,-0.1755,0.094378,0.082143,-0.16995,0.099096,-0.11962,-0.38756,-0.13193,0.1435,-0.37514,-0.1154,-0.11335,-0.7029,-0.002174,0.10705,-0.69717,0.001355
122,-0.011401,0.50808,0.030954,-0.1541,0.30228,0.003894,-0.25639,0.51506,-0.089744,0.14041,0.2995,0.014484,0.25358,0.51243,-0.070476,-0.31112,0.75759,-0.13757,0.28173,0.70771,-0.12092,-0.077529,-0.1955,0.10404,0.083048,-0.19001,0.10945,-0.11954,-0.39031,-0.1383,0.14581,-0.37743,-0.12288,-0.11278,-0.7046,-0.002534,0.10669,-0.69839,0.000162
123,-0.010763,0.48961,0.030884,-0.15247,0.2841,0.003956,-0.25534,0.49378,-0.08983,0.14038,0.28109,0.014733,0.25363,0.49213,-0.071836,-0.31083,0.73648,-0.14053,0.28121,0.68716,-0.12435,-0.077181,-0.21424,0.11332,0.083428,-0.20879,0.11938,-0.11953,-0.39282,-0.1444,0.14811,-0.37966,-0.13031,-0.11217,-0.70627,-0.002886,0.10638,-0.69952,-0.000921
124,-0.010418,0.47018,0.030542,-0.1508,0.26235,0.004021,-0.2547,0.47386,-0.090195,0.14022,0.26064,0.01475,0.25354,0.47272,-0.073005,-0.31043,0.71557,-0.14344,0.2806,0.66371,-0.12814,-0.077,-0.23359,0.12239,0.083695,-0.22831,0.12902,-0.11952,-0.39532,-0.15046,0.15015,-0.382,-0.13763,-0.11149,-0.70793,-0.003215,0.1061,-0.70065,-0.002105
125,-0.010254,0.45099,0.029892,-0.1492,0.23962,0.004051,-0.25424,0.45301,-0.090524,0.13996,0.24039,0.01474,0.25331,0.45223,-0.074143,-0.31004,0.69113,-0.14669,0.27983,0.64377,-0.13115,-0.076862,-0.25358,0.13143,0.083688,-0.24828,0.13859,-0.11941,-0.39735,-0.15623,0.152,-0.3839,-0.14476,-0.11085,-0.70927,-0.003589,0.1058,-0.70165,-0.003148
126,-0.010225,0.43237,0.029145,-0.1476,0.21974,0.003808,-0.25421,0.43441,-0.091335,0.13959,0.21884,0.014547,0.25282,0.43274,-0.075283,-0.3098,0.66969,-0.15009,0.2791,0.62536,-0.13397,-0.07674,-0.27188,0.13509,0.083908,-0.2671,0.14274,-0.1193,-0.3991,-0.16191,0.1537,-0.3856,-0.15182,-0.11022,-0.71038,-0.003976,0.10556,-0.70259,-0.004149
127,-0.010197,0.41236,0.028426,-0.14751,0.19976,0.003281,-0.25349,0.41401,-0.091789,0.13948,0.20001,0.014243,0.25231,0.4128,-0.076437,-0.3097,0.64817,-0.15282,0.27825,0.60689,-0.13678,-0.076518,-0.28924,0.13776,0.084054,-0.28371,0.1453,-0.11927,-0.40034,-0.16426,0.1538,-0.38678,-0.15429,-0.10959,-0.71143,-0.004339,0.10535,-0.70355,-0.005073
128,-0.01018,0.3914,0.02798,-0.14747,0.18057,0.002671,-0.25347,0.39599,-0.092283,0.13924,0.17996,0.013894,0.25176,0.39323,-0.07768,-0.30967,0.62786,-0.15543,0.27734,0.58792,-0.1399,-0.076621,-0.30664,0.14042,0.084053,-0.30118,0.14783,-0.11931,-0.40099,-0.16625,0.15388,-0.38742,-0.1565,-0.10896,-0.71209,-0.004611,0.1052,-0.70445,-0.005877
129,-0.01022,0.36852,0.027322,-0.14744,0.16328,0.001973,-0.25345,0.37803,-0.092863,0.13891,0.16384,0.013623,0.25136,0.37578,-0.07921,-0.31,0.60772,-0.15808,0.27635,0.57372,-0.14233,-0.07669,-0.32268,0.1422,0.083977,-0.31731,0.1498,-0.11939,-0.40108,-0.16775,0.15392,-0.38742,-0.1575,-0.10839,-0.71259,-0.004898,0.10509,-0.70534,-0.006592
130,-0.010513,0.34541,0.026655,-0.14742,0.14438,0.001515,-0.2543,0.35892,-0.094179,0.1386,0.14545,0.013047,0.25095,0.35736,-0.080564,-0.31007,0.58812,-0.16057,0.27532,0.55472,-0.145,-0.076753,-0.34032,0.14384,0.0839,-0.33481,0.15177,-0.11943,-0.40485,-0.16899,0.15357,-0.39088,-0.1579,-0.10786,-0.71309,-0.005108,0.105,-0.70622,-0.007251
131,-0.011007,0.32548,0.025998,-0.14758,0.12654,0.001133,-0.25474,0.34162,-0.095313,0.13833,0.12911,0.012569,0.25048,0.33918,-0.082007,-0.31035,0.57104,-0.16307,0.27443,0.53672,-0.14737,-0.07687,-0.35637,0.1443,0.083859,-0.35055,0.15285,-0.11944,-0.4084,-0.17018,0.15328,-0.39417,-0.15829,-0.1075,-0.71345,-0.005587,0.10499,-0.707,-0.00765
132,-0.011719,0.3044,0.025596,-0.14796,0.10567,0.000848,-0.25546,0.32327,-0.096546,0.13764,0.10707,0.012126,0.24985,0.31969,-0.083418,-0.31076,0.55442,-0.16451,0.2736,0.51881,-0.14956,-0.077551,-0.37631,0.14427,0.082938,-0.37067,0.15346,-0.11944,-0.41154,-0.17146,0.15299,-0.39689,-0.1583,-0.10721,-0.71371,-0.006041,0.10499,-0.70771,-0.007983
133,-0.012436,0.28484,0.025731,-0.14833,0.087237,0.000784,-0.25643,0.30206,-0.097698,0.137,0.088151,0.012081,0.24913,0.30081,-0.084775,-0.3111,0.53298,-0.16668,0.27285,0.50159,-0.15123,-0.077494,-0.3948,0.14472,0.082692,-0.38908,0.15379,-0.11969,-0.41405,-0.17154,0.15268,-0.39961,-0.15831,-0.10702,-0.71388,-0.006286,0.10499,-0.70824,-0.008181
134,-0.013129,0.26564,0.025586,-0.14875,0.068824,0.000768,-0.2571,0.28201,-0.098536,0.13622,0.069435,0.01205,0.24852,0.28147,-0.085998,-0.31146,0.51487,-0.16849,0.27222,0.48516,-0.15284,-0.077694,-0.41311,0.1448,0.082394,-0.40726,0.15378,-0.12004,-0.41619,-0.17155,0.15236,-0.40222,-0.1583,-0.10694,-0.71401,-0.006502,0.10499,-0.70866,-0.008324
135,-0.013827,0.24618,0.025496,-0.14917,0.049648,0.000752,-0.25752,0.26199,-0.099315,0.13542,0.052582,0.012019,0.24821,0.2635,-0.08701,-0.31178,0.49592,-0.17012,0.27167,0.46772,-0.15424,-0.077725,-0.43151,0.1448,0.082394,-0.42532,0.15378,-0.12049,-0.41802,-0.17157,0.15212,-0.40451,-0.15831,-0.10691,-0.71415,-0.006764,0.10499,-0.7089,-0.008327
136,-0.014379,0.22829,0.025321,-0.14985,0.035283,0.000725,-0.25782,0.24738,-0.099986,0.13466,0.036286,0.012027,0.24803,0.24797,-0.087897,-0.31215,0.4827,-0.1713,0.27126,0.45003,-0.15551,-0.077835,-0.4483,0.14476,0.082394,-0.44248,0.15378,-0.12097,-0.41964,-0.17158,0.15206,-0.40649,-0.15786,-0.1069,-0.7143,-0.006894,0.10494,-0.7089,-0.008328
137,-0.014579,0.21155,0.025077,-0.15051,0.01995,0.000906,-0.25797,0.23193,-0.10066,0.13384,0.020131,0.012122,0.24797,0.23185,-0.088612,-0.31278,0.46734,-0.17248,0.27107,0.43062,-0.15653,-0.07802,-0.46508,0.1443,0.082411,-0.45938,0.15335,-0.12147,-0.4209,-0.17145,0.15204,-0.40816,-0.15723,-0.1069,-0.71445,-0.006976,0.10491,-0.7089,-0.008329
138,-0.014567,0.19637,0.024746,-0.15115,0.003791,0.001138,-0.25836,0.21617,-0.10089,0.13307,0.004122,0.012114,0.24814,0.2163,-0.089012,-0.31345,0.448,-0.17407,0.2711,0.41203,-0.15726,-0.078233,-0.48127,0.14368,0.08249,-0.47535,0.15286,-0.12194,-0.4221,-0.17104,0.152,-0.40966,-0.15626,-0.1069,-0.71451,-0.007055,0.1049,-0.7089,-0.00833
139,-0.014567,0.18284,0.024746,-0.15153,-0.009937,0.001635,-0.25875,0.20225,-0.10113,0.13249,-0.009214,0.012177,0.24807,0.20159,-0.089101,-0.31381,0.42982,-0.17565,0.27111,0.39905,-0.1575,-0.078358,-0.49464,0.14294,0.082677,-0.48853,0.15211,-0.12246,-0.42319,-0.17006,0.15196,-0.41101,-0.15528,-0.10697,-0.71451,-0.007058,0.10477,-0.70887,-0.007598
140,-0.014784,0.16987,0.024737,-0.15191,-0.023691,0.002158,-0.25908,0.1911,-0.10134,0.13195,-0.023257,0.012448,0.24807,0.18806,-0.089173,-0.31412,0.41386,-0.17721,0.27112,0.38595,-0.15785,-0.078652,-0.50834,0.14192,0.082502,-0.50215,0.15099,-0.12303,-0.42428,-0.16909,0.152,-0.41209,-0.15431,-0.10707,-0.71451,-0.007052,0.10461,-0.70867,-0.006805
141,-0.014851,0.16017,0.024887,-0.15206,-0.033601,0.0027,-0.25923,0.17651,-0.10139,0.13175,-0.03176,0.012828,0.24808,0.17775,-0.089365,-0.31427,0.39882,-0.17884,0.27114,0.37465,-0.15815,-0.07884,-0.51735,0.14099,0.082295,-0.51079,0.14953,-0.12355,-0.42534,-0.16821,0.15213,-0.41316,-0.15369,-0.10719,-0.71451,-0.00705,0.10407,-0.70791,-0.005261
142,-0.014899,0.15014,0.025364,-0.15221,-0.044328,0.003599,-0.25962,0.16597,-0.10161,0.13152,-0.042474,0.013733,0.24812,0.1666,-0.089471,-0.31439,0.38797,-0.17962,0.27137,0.36542,-0.15841,-0.07904,-0.52727,0.13986,0.082065,-0.52024,0.14792,-0.12401,-0.42633,-0.167,0.15238,-0.41395,-0.15271,-0.10728,-0.71432,-0.006922,0.10336,-0.70714,-0.003186
143,-0.014906,0.13941,0.026686,-0.15241,-0.054261,0.004461,-0.25962,0.15566,-0.10161,0.13139,-0.05212,0.014627,0.24816,0.1579,-0.089469,-0.31442,0.37704,-0.18052,0.27171,0.35661,-0.15864,-0.078898,-0.53721,0.13867,0.081851,-0.53058,0.14634,-0.12444,-0.42711,-0.16521,0.15259,-0.41466,-0.15074,-0.10741,-0.71406,-0.006726,0.10259,-0.70634,-0.001015
144,-0.014944,0.12991,0.028113,-0.15272,-0.063031,0.005282,-0.25983,0.14613,-0.10181,0.13128,-0.060115,0.015494,0.24881,0.14985,-0.089444,-0.31439,0.36656,-0.18135,0.27213,0.34963,-0.15882,-0.078295,-0.54598,0.13766,0.082363,-0.53909,0.14495,-0.12501,-0.42797,-0.16295,0.15283,-0.41522,-0.14888,-0.10759,-0.71376,-0.006529,0.10168,-0.70552,0.001429
145,-0.014903,0.12133,0.029613,-0.15307,-0.070724,0.006183,-0.25996,0.13731,-0.10231,0.13121,-0.06691,0.016348,0.24946,0.14257,-0.089362,-0.31436,0.35656,-0.18215,0.27263,0.34336,-0.15901,-0.078106,-0.55331,0.13663,0.082417,-0.5465,0.14355,-0.12561,-0.42852,-0.16126,0.15315,-0.41574,-0.14692,-0.10779,-0.71342,-0.005867,0.10071,-0.70469,0.00393
146,-0.014804,0.11348,0.03118,-0.15343,-0.07711,0.007013,-0.26006,0.12968,-0.1028,0.13119,-0.072282,0.017251,0.24996,0.13644,-0.089166,-0.31433,0.34832,-0.18294,0.27316,0.33918,-0.15909,-0.078054,-0.55952,0.1357,0.082453,-0.55258,0.14261,-0.12629,-0.42879,-0.15956,0.15344,-0.41624,-0.14492,-0.10804,-0.7131,-0.005123,0.099618,-0.70384,0.006585
