FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
157,-0.02432,0.76252,0.040406,-0.17697,0.56717,0.014095,-0.30087,0.76557,-0.075068,0.14753,0.56954,0.034361,0.28041,0.74294,-0.029353,-0.36324,0.97742,-0.13148,0.3282,0.94659,-0.074801,-0.087585,0.040985,0.034956,0.066918,0.041179,0.036277,-0.11416,-0.32607,-0.028229,0.10293,-0.31761,-0.009646,-0.097966,-0.66767,0.0296,0.090125,-0.66598,0.042393
158,-0.024051,0.75361,0.043022,-0.17677,0.55883,0.01761,-0.30001,0.75748,-0.072522,0.14743,0.56015,0.036527,0.28037,0.73661,-0.027726,-0.36195,0.9689,-0.12986,0.32686,0.93891,-0.073267,-0.0875,0.033958,0.03883,0.067679,0.034436,0.039882,-0.11519,-0.32715,-0.034935,0.10519,-0.31891,-0.01439,-0.097761,-0.66898,0.027816,0.090147,-0.66656,0.041509
159,-0.023941,0.74344,0.045687,-0.17672,0.54892,0.020758,-0.29926,0.74853,-0.070067,0.14716,0.54978,0.038456,0.28023,0.72997,-0.026303,-0.3607,0.96005,-0.12821,0.32535,0.93057,-0.071613,-0.087361,0.025614,0.042434,0.068553,0.026402,0.043324,-0.11627,-0.32877,-0.041585,0.10758,-0.32083,-0.019755,-0.097524,-0.67039,0.025471,0.090171,-0.66723,0.040493
160,-0.024002,0.73229,0.048233,-0.1768,0.53808,0.023888,-0.29866,0.73907,-0.067826,0.14653,0.53864,0.040525,0.27992,0.7224,-0.024795,-0.35971,0.9515,-0.12648,0.32361,0.92098,-0.069808,-0.087176,0.016345,0.04566,0.069395,0.017531,0.046548,-0.11732,-0.33081,-0.048461,0.10989,-0.32306,-0.025044,-0.097293,-0.67185,0.022926,0.090197,-0.66805,0.039407
161,-0.024061,0.72057,0.050688,-0.17686,0.52656,0.026599,-0.29828,0.72867,-0.065685,0.14575,0.5264,0.042496,0.27942,0.71353,-0.023111,-0.35886,0.94319,-0.1247,0.32163,0.91016,-0.067836,-0.087002,0.00615,0.048678,0.070214,0.00771,0.049687,-0.11813,-0.33346,-0.055495,0.1122,-0.32578,-0.030571,-0.096999,-0.67326,0.020167,0.090264,-0.66895,0.038229
162,-0.024108,0.70833,0.052665,-0.17691,0.51493,0.028448,-0.2979,0.71815,-0.063837,0.14497,0.51501,0.043812,0.27878,0.70446,-0.02155,-0.35818,0.93539,-0.12316,0.31976,0.89978,-0.066338,-0.086824,-0.004283,0.051041,0.0709,-0.002261,0.052231,-0.11849,-0.33743,-0.062038,0.11438,-0.32887,-0.035735,-0.09665,-0.6746,0.017376,0.090362,-0.66989,0.036849
163,-0.024173,0.69583,0.054666,-0.17698,0.50279,0.030467,-0.29785,0.70732,-0.062205,0.14403,0.50261,0.045232,0.27803,0.69387,-0.019998,-0.35792,0.92828,-0.12098,0.31817,0.88983,-0.064997,-0.086748,-0.015432,0.053338,0.071409,-0.012893,0.054745,-0.11858,-0.34167,-0.068155,0.11639,-0.33258,-0.040802,-0.096203,-0.6759,0.014653,0.09046,-0.67086,0.035296
164,-0.024378,0.68314,0.056664,-0.17729,0.49027,0.032445,-0.29783,0.6969,-0.061059,0.143,0.48913,0.046474,0.27721,0.6822,-0.018643,-0.35772,0.92083,-0.11897,0.31649,0.87909,-0.063761,-0.086597,-0.027044,0.055479,0.071891,-0.0241,0.057243,-0.11861,-0.34616,-0.074032,0.1184,-0.33716,-0.046001,-0.095789,-0.67697,0.012053,0.090566,-0.67184,0.033876
165,-0.024697,0.66998,0.058823,-0.17784,0.47737,0.034261,-0.29786,0.68524,-0.059834,0.14197,0.47629,0.047833,0.27633,0.67022,-0.017239,-0.35751,0.91289,-0.1171,0.3148,0.86796,-0.062473,-0.08644,-0.038786,0.057736,0.072213,-0.035461,0.059901,-0.11873,-0.35073,-0.079384,0.12018,-0.34204,-0.050612,-0.095376,-0.67795,0.010091,0.090632,-0.67261,0.032584
166,-0.025222,0.6564,0.060978,-0.17858,0.46421,0.035881,-0.29788,0.67322,-0.058865,0.14093,0.46209,0.049225,0.27541,0.65779,-0.016009,-0.35728,0.90315,-0.11539,0.31311,0.85639,-0.06137,-0.086323,-0.051033,0.059943,0.072434,-0.047388,0.062451,-0.11888,-0.35573,-0.084461,0.12208,-0.3477,-0.055425,-0.094944,-0.67889,0.008284,0.090669,-0.67326,0.031309
167,-0.025848,0.64246,0.062874,-0.17938,0.45042,0.037526,-0.29815,0.66013,-0.05822,0.1401,0.44881,0.050499,0.27459,0.64523,-0.014798,-0.357,0.89198,-0.11378,0.31158,0.8444,-0.060448,-0.086237,-0.063407,0.061906,0.07256,-0.059524,0.064936,-0.11893,-0.36085,-0.089023,0.12412,-0.35397,-0.060275,-0.094538,-0.67973,0.006964,0.090771,-0.67393,0.030146
168,-0.026497,0.62858,0.064634,-0.18022,0.43683,0.039081,-0.29837,0.64716,-0.057454,0.13948,0.43601,0.05181,0.27366,0.63159,-0.013692,-0.35671,0.88015,-0.11268,0.31004,0.83182,-0.059585,-0.086206,-0.075723,0.064233,0.072496,-0.071607,0.067612,-0.11896,-0.36643,-0.093456,0.12616,-0.36077,-0.06494,-0.09415,-0.68063,0.006175,0.090797,-0.6746,0.029048
169,-0.027192,0.61463,0.066219,-0.18055,0.42284,0.040304,-0.29839,0.63411,-0.056704,0.1389,0.42264,0.052884,0.27261,0.61747,-0.012913,-0.35643,0.86693,-0.11191,0.30837,0.81787,-0.058734,-0.086262,-0.088201,0.066566,0.072438,-0.083884,0.070004,-0.11905,-0.36976,-0.097673,0.12839,-0.36453,-0.06995,-0.094135,-0.68151,0.005575,0.090889,-0.67517,0.027986
170,-0.027882,0.60005,0.067547,-0.18077,0.40866,0.041323,-0.29846,0.62143,-0.056114,0.13844,0.40997,0.053705,0.27167,0.60329,-0.012537,-0.35615,0.85264,-0.11138,0.30677,0.80363,-0.058198,-0.086317,-0.10073,0.068819,0.07242,-0.096134,0.072236,-0.11915,-0.37263,-0.10144,0.13097,-0.36801,-0.074934,-0.094127,-0.68235,0.005213,0.09099,-0.67579,0.026825
171,-0.028378,0.58529,0.068712,-0.18082,0.39459,0.042234,-0.29856,0.60696,-0.055493,0.13745,0.39508,0.0543,0.27075,0.58905,-0.012333,-0.35574,0.83345,-0.11087,0.30528,0.78956,-0.057668,-0.086509,-0.11553,0.076438,0.072243,-0.11077,0.079613,-0.11924,-0.37501,-0.10484,0.13344,-0.37118,-0.079429,-0.094117,-0.68314,0.004817,0.091142,-0.67646,0.025664
172,-0.02875,0.57105,0.069606,-0.18083,0.37769,0.042861,-0.2988,0.59026,-0.054289,0.1361,0.37878,0.054577,0.26987,0.57495,-0.012339,-0.35546,0.81875,-0.11039,0.30392,0.77625,-0.057288,-0.086806,-0.13184,0.084355,0.071889,-0.12683,0.087476,-0.12072,-0.37735,-0.11228,0.138,-0.37367,-0.088456,-0.093802,-0.68408,0.004031,0.093002,-0.67917,0.019698
173,-0.029094,0.55652,0.070148,-0.18084,0.36105,0.04326,-0.29909,0.57439,-0.053265,0.13483,0.36312,0.054627,0.26897,0.56119,-0.012361,-0.35526,0.80444,-0.10988,0.30275,0.7623,-0.057181,-0.087149,-0.14806,0.092442,0.071574,-0.14258,0.095212,-0.12202,-0.37947,-0.11974,0.14235,-0.37513,-0.097259,-0.093551,-0.68516,0.003491,0.094742,-0.68194,0.013353
174,-0.029383,0.54189,0.070408,-0.18085,0.34455,0.043417,-0.29935,0.55945,-0.052299,0.13346,0.34713,0.054594,0.26807,0.54688,-0.012382,-0.35506,0.79001,-0.10943,0.30185,0.74844,-0.057203,-0.08738,-0.16463,0.10054,0.071286,-0.15882,0.10299,-0.12329,-0.3812,-0.12719,0.14633,-0.37549,-0.10621,-0.093378,-0.68622,0.003063,0.096323,-0.68456,0.006648
175,-0.029467,0.5272,0.07047,-0.18079,0.32752,0.043454,-0.29974,0.54473,-0.051628,0.13207,0.33139,0.054561,0.26719,0.53277,-0.012404,-0.35489,0.77591,-0.10954,0.30119,0.73397,-0.057219,-0.087674,-0.18091,0.10885,0.07092,-0.17472,0.11098,-0.12448,-0.38243,-0.13421,0.14973,-0.37609,-0.11473,-0.093304,-0.6872,0.00262,0.097601,-0.68731,0.000228
176,-0.029468,0.51246,0.070487,-0.18045,0.31115,0.043463,-0.30011,0.53111,-0.050977,0.1307,0.31526,0.054528,0.26627,0.51815,-0.012513,-0.35488,0.76294,-0.10967,0.30087,0.71987,-0.057226,-0.088026,-0.19716,0.11765,0.070564,-0.19062,0.11931,-0.12569,-0.38344,-0.14073,0.15257,-0.3762,-0.12287,-0.093177,-0.68812,0.002171,0.098581,-0.68957,-0.005795
177,-0.029536,0.49777,0.070485,-0.1799,0.29492,0.043476,-0.30057,0.51666,-0.050543,0.12928,0.29867,0.054314,0.26565,0.50414,-0.01286,-0.35487,0.74872,-0.11003,0.30083,0.70584,-0.057449,-0.088386,-0.21342,0.1264,0.070194,-0.20663,0.12774,-0.12675,-0.38439,-0.14677,0.15497,-0.37638,-0.13045,-0.093062,-0.68898,0.001848,0.099378,-0.69172,-0.011379
178,-0.029536,0.48362,0.070485,-0.17929,0.28029,0.04349,-0.30102,0.5017,-0.050554,0.12786,0.28347,0.054037,0.26547,0.49054,-0.013442,-0.35486,0.73476,-0.11038,0.30084,0.694,-0.057697,-0.088612,-0.22861,0.13506,0.069817,-0.22167,0.13626,-0.12773,-0.38514,-0.15231,0.15684,-0.37623,-0.1372,-0.092976,-0.68983,0.00149,0.10008,-0.69408,-0.016706
179,-0.029517,0.46962,0.070485,-0.17848,0.26454,0.043262,-0.30102,0.48667,-0.050482,0.12651,0.26629,0.053643,0.26547,0.4771,-0.014149,-0.35486,0.72072,-0.11076,0.30085,0.68141,-0.058048,-0.088871,-0.24514,0.14437,0.069305,-0.23825,0.14567,-0.12853,-0.38514,-0.15754,0.15801,-0.37507,-0.14333,-0.092939,-0.69061,0.001192,0.10067,-0.69636,-0.021743
180,-0.029393,0.45616,0.07031,-0.17779,0.24914,0.042762,-0.30123,0.47325,-0.0505,0.12575,0.25197,0.052994,0.26549,0.46361,-0.014921,-0.3549,0.71024,-0.11113,0.30087,0.66854,-0.058936,-0.089095,-0.25899,0.14858,0.068879,-0.25202,0.15001,-0.1292,-0.38432,-0.16241,0.159,-0.37296,-0.14907,-0.092924,-0.69142,0.001028,0.10068,-0.69759,-0.022087
181,-0.029195,0.44222,0.069985,-0.17745,0.23806,0.042343,-0.30097,0.4635,-0.05003,0.12547,0.24063,0.052359,0.26542,0.4507,-0.015787,-0.35482,0.69872,-0.11152,0.30114,0.65499,-0.059979,-0.089188,-0.27002,0.15245,0.068543,-0.26307,0.15376,-0.1292,-0.38432,-0.16242,0.15901,-0.37296,-0.14954,-0.092924,-0.69193,0.001028,0.10068,-0.69761,-0.022109
182,-0.028935,0.42869,0.069637,-0.17724,0.2249,0.041837,-0.30052,0.4525,-0.049788,0.12519,0.22809,0.051614,0.26544,0.43816,-0.016893,-0.35474,0.686,-0.11213,0.30162,0.64223,-0.061237,-0.089288,-0.28155,0.15661,0.068123,-0.27467,0.15789,-0.1292,-0.38426,-0.16242,0.15901,-0.37283,-0.14954,-0.092924,-0.69224,0.001028,0.10067,-0.69761,-0.022223
183,-0.028753,0.41569,0.069221,-0.17706,0.21237,0.041378,-0.30018,0.43922,-0.049779,0.12503,0.21663,0.050822,0.26552,0.42622,-0.018018,-0.35494,0.67259,-0.11285,0.30218,0.62933,-0.062738,-0.089421,-0.2923,0.16062,0.067813,-0.28544,0.16209,-0.1292,-0.38426,-0.16242,0.15901,-0.37283,-0.14954,-0.092944,-0.69267,0.001028,0.099831,-0.69761,-0.022275
184,-0.028602,0.40294,0.068687,-0.1769,0.20104,0.041018,-0.30007,0.42471,-0.050586,0.12491,0.20625,0.050075,0.26573,0.41219,-0.019113,-0.3551,0.65904,-0.11377,0.30281,0.61729,-0.064421,-0.089515,-0.30282,0.1645,0.06736,-0.29564,0.16617,-0.12842,-0.38474,-0.1624,0.15763,-0.37325,-0.14957,-0.092865,-0.69267,0.001317,0.097198,-0.69679,-0.017835
185,-0.028444,0.3909,0.068049,-0.17669,0.1892,0.040518,-0.29986,0.41028,-0.051264,0.12491,0.19477,0.049249,0.26609,0.39956,-0.02026,-0.35523,0.64538,-0.11487,0.30342,0.60584,-0.066294,-0.089617,-0.31377,0.16829,0.066874,-0.30673,0.17057,-0.1277,-0.38495,-0.16183,0.15607,-0.37373,-0.14913,-0.092769,-0.69267,0.001452,0.094658,-0.69572,-0.013019
186,-0.028285,0.37916,0.067384,-0.17646,0.17808,0.040046,-0.29959,0.39702,-0.052124,0.12491,0.18359,0.048537,0.26653,0.38746,-0.021375,-0.35532,0.63026,-0.11663,0.30396,0.59494,-0.068178,-0.089814,-0.32416,0.17203,0.06635,-0.31717,0.17465,-0.12705,-0.38509,-0.16064,0.1546,-0.37428,-0.14807,-0.09268,-0.69267,0.001825,0.092272,-0.69466,-0.007829
187,-0.028115,0.36751,0.066633,-0.17617,0.16612,0.03946,-0.29919,0.38469,-0.052862,0.12492,0.17144,0.047824,0.26706,0.37601,-0.022351,-0.35541,0.61649,-0.11859,0.30455,0.58383,-0.0702,-0.089913,-0.33531,0.17615,0.065665,-0.32843,0.17899,-0.12651,-0.38513,-0.15909,0.15329,-0.37497,-0.14659,-0.092593,-0.69312,0.002164,0.090149,-0.69354,-0.002785
188,-0.027964,0.35622,0.065871,-0.17586,0.15526,0.038864,-0.29864,0.37223,-0.053783,0.12494,0.16157,0.047157,0.26771,0.36516,-0.023554,-0.35551,0.60357,-0.12073,0.30503,0.57447,-0.072373,-0.090286,-0.34461,0.17965,0.064944,-0.33769,0.18242,-0.12615,-0.38529,-0.15741,0.15215,-0.37561,-0.14464,-0.092509,-0.69354,0.002492,0.088394,-0.6924,0.001855
189,-0.027812,0.34517,0.065016,-0.17555,0.14493,0.038551,-0.29811,0.36029,-0.054783,0.12504,0.15124,0.046824,0.26838,0.35443,-0.024897,-0.35557,0.59197,-0.12287,0.30551,0.56561,-0.074468,-0.090877,-0.35395,0.18286,0.064124,-0.34711,0.18578,-0.12596,-0.38546,-0.15548,0.15106,-0.37613,-0.14245,-0.09244,-0.69394,0.002885,0.086809,-0.69128,0.006161
190,-0.02766,0.33449,0.064182,-0.17527,0.13373,0.038364,-0.29759,0.34782,-0.05581,0.1252,0.14009,0.046595,0.26893,0.34348,-0.026123,-0.35556,0.58075,-0.12508,0.30607,0.55725,-0.076618,-0.091499,-0.364,0.18585,0.063933,-0.35736,0.18902,-0.12594,-0.3855,-0.15371,0.15015,-0.37674,-0.14029,-0.09245,-0.69431,0.003292,0.085361,-0.69033,0.010315
191,-0.027503,0.32391,0.063386,-0.17502,0.12455,0.038173,-0.2972,0.33612,-0.056879,0.12535,0.12968,0.046542,0.26952,0.33265,-0.027053,-0.35556,0.57006,-0.12744,0.30669,0.54947,-0.078684,-0.092075,-0.37332,0.18842,0.063783,-0.3672,0.1919,-0.12598,-0.38578,-0.1519,0.14938,-0.37739,-0.13803,-0.092457,-0.69453,0.003366,0.084015,-0.68938,0.014391
