FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
110,-0.009654,0.7587,0.023857,-0.15708,0.57242,-0.004675,-0.27149,0.77698,-0.078255,0.16528,0.56703,0.01558,0.28466,0.74926,-0.045684,-0.33642,1.0166,-0.10312,0.32242,0.94236,-0.068859,-0.071314,0.049218,0.005961,0.078367,0.051251,0.0057,-0.10085,-0.3303,-0.04428,0.1132,-0.31636,-0.018798,-0.11337,-0.66402,0.021754,0.097736,-0.65925,0.032863
111,-0.009565,0.74931,0.02564,-0.15638,0.56296,-0.002061,-0.27058,0.76781,-0.07733,0.16455,0.55775,0.016546,0.28459,0.74068,-0.045799,-0.3357,1.0068,-0.10303,0.32146,0.93546,-0.070145,-0.071279,0.041073,0.011628,0.07912,0.043235,0.011124,-0.10196,-0.33301,-0.048675,0.11524,-0.31968,-0.023389,-0.11345,-0.66636,0.019669,0.097798,-0.66142,0.030962
112,-0.009387,0.73912,0.027324,-0.15555,0.55234,0.000465,-0.26965,0.75785,-0.076352,0.1638,0.54654,0.017352,0.28436,0.73115,-0.04593,-0.33493,0.99655,-0.10283,0.32027,0.92665,-0.071568,-0.071201,0.031629,0.017109,0.079983,0.034043,0.016459,-0.10306,-0.33598,-0.053315,0.11735,-0.32381,-0.028261,-0.11358,-0.66887,0.01737,0.097766,-0.66362,0.028984
113,-0.009119,0.72752,0.029218,-0.15472,0.54191,0.002776,-0.26866,0.74674,-0.075449,0.163,0.535,0.017869,0.284,0.72032,-0.046123,-0.33401,0.98543,-0.10258,0.31904,0.91714,-0.072917,-0.071111,0.021657,0.022464,0.080772,0.024261,0.021601,-0.1042,-0.33961,-0.058306,0.11962,-0.32885,-0.033632,-0.11367,-0.67121,0.015205,0.097719,-0.66608,0.027044
114,-0.008881,0.71406,0.030948,-0.15402,0.52862,0.005067,-0.26755,0.73454,-0.074665,0.16215,0.52208,0.018476,0.28353,0.70824,-0.046341,-0.33287,0.97325,-0.10272,0.31774,0.90573,-0.074563,-0.071013,0.010011,0.027902,0.081637,0.012895,0.02674,-0.10536,-0.34352,-0.06332,0.12194,-0.3344,-0.039107,-0.11376,-0.67372,0.012863,0.097656,-0.66873,0.025055
115,-0.008642,0.69978,0.032732,-0.15348,0.51349,0.007208,-0.26642,0.72119,-0.073768,0.16121,0.50805,0.019076,0.28309,0.69476,-0.046605,-0.33135,0.96,-0.10288,0.31633,0.89242,-0.076468,-0.070915,-0.00289,0.033169,0.082614,0.000374,0.031949,-0.10646,-0.34874,-0.068866,0.12432,-0.34024,-0.044568,-0.11383,-0.67647,0.010394,0.09756,-0.67162,0.022956
116,-0.008375,0.68458,0.034219,-0.15284,0.49756,0.008924,-0.26531,0.70685,-0.07313,0.16021,0.49278,0.019587,0.2826,0.68038,-0.046849,-0.32967,0.94586,-0.10311,0.31488,0.87799,-0.078413,-0.070804,-0.016593,0.038262,0.083574,-0.012874,0.036753,-0.10757,-0.35424,-0.074506,0.12656,-0.34644,-0.050122,-0.11391,-0.67919,0.007859,0.097418,-0.67489,0.020785
117,-0.008098,0.66822,0.035528,-0.15215,0.48187,0.010342,-0.26417,0.69259,-0.072784,0.15938,0.47664,0.020137,0.28214,0.66522,-0.047156,-0.32831,0.92957,-0.10341,0.31352,0.86471,-0.080291,-0.070667,-0.030798,0.043229,0.084482,-0.026933,0.041607,-0.10862,-0.36013,-0.080042,0.12854,-0.35289,-0.055541,-0.11395,-0.6816,0.005491,0.09727,-0.67824,0.018377
118,-0.007824,0.65206,0.036504,-0.15177,0.46552,0.011319,-0.26341,0.67787,-0.072757,0.15867,0.45893,0.020617,0.28167,0.65033,-0.047824,-0.32688,0.91772,-0.10382,0.31223,0.8516,-0.082238,-0.070586,-0.045255,0.047752,0.085226,-0.04105,0.04556,-0.10931,-0.36589,-0.084803,0.12991,-0.35891,-0.060544,-0.11401,-0.68319,0.003434,0.097104,-0.68104,0.016192
119,-0.007632,0.63614,0.037353,-0.15164,0.44951,0.012047,-0.26288,0.66351,-0.072738,0.15796,0.44366,0.02093,0.28115,0.63491,-0.048666,-0.32543,0.90484,-0.10428,0.31089,0.83563,-0.084771,-0.07063,-0.05915,0.051679,0.085914,-0.054672,0.049284,-0.1099,-0.37205,-0.089654,0.131,-0.3647,-0.065372,-0.11393,-0.68476,0.001391,0.096868,-0.68386,0.014152
120,-0.00737,0.61976,0.038108,-0.15116,0.43381,0.012492,-0.26224,0.64894,-0.072415,0.15718,0.42733,0.02124,0.28057,0.61955,-0.049739,-0.32395,0.89179,-0.10469,0.30977,0.82013,-0.087233,-0.07077,-0.073562,0.055555,0.086552,-0.068814,0.053084,-0.11039,-0.37452,-0.09428,0.132,-0.36748,-0.07004,-0.11384,-0.68612,-0.000574,0.096597,-0.68656,0.01213
121,-0.00732,0.60223,0.038765,-0.1508,0.41795,0.012795,-0.26171,0.63408,-0.072259,0.15647,0.41237,0.021499,0.27989,0.60302,-0.051158,-0.32237,0.87775,-0.10482,0.30891,0.80588,-0.089753,-0.070827,-0.087737,0.059413,0.087014,-0.082799,0.056696,-0.11077,-0.37658,-0.098575,0.13272,-0.36933,-0.074479,-0.11385,-0.68731,-0.002165,0.096169,-0.68899,0.010375
122,-0.007338,0.58513,0.039253,-0.15042,0.40069,0.0133,-0.26098,0.61805,-0.072204,0.1556,0.39428,0.021779,0.27921,0.58686,-0.052395,-0.32026,0.85715,-0.1054,0.30775,0.78764,-0.092716,-0.070981,-0.10403,0.068046,0.087286,-0.099103,0.065462,-0.11103,-0.37826,-0.1025,0.13313,-0.37065,-0.078681,-0.11393,-0.68872,-0.003654,0.095706,-0.69097,0.008794
123,-0.007355,0.56832,0.039738,-0.14942,0.38017,0.013784,-0.25991,0.59768,-0.07136,0.15447,0.37388,0.022051,0.27845,0.56974,-0.053744,-0.31839,0.83693,-0.10565,0.30663,0.77044,-0.095326,-0.071158,-0.12251,0.077438,0.087321,-0.11773,0.075699,-0.11235,-0.38011,-0.10906,0.13516,-0.37171,-0.086964,-0.11393,-0.69012,-0.004728,0.095243,-0.69255,0.007461
124,-0.007368,0.55152,0.040079,-0.14844,0.36205,0.014239,-0.25917,0.57873,-0.070559,0.15337,0.35483,0.022343,0.27745,0.55379,-0.055178,-0.31694,0.81802,-0.10549,0.30564,0.75406,-0.0979,-0.071329,-0.13998,0.086707,0.087212,-0.13538,0.085762,-0.11364,-0.38147,-0.11485,0.137,-0.37309,-0.094842,-0.11392,-0.69154,-0.005603,0.094876,-0.6938,0.006306
125,-0.007564,0.53419,0.040361,-0.14756,0.34272,0.014701,-0.25848,0.55989,-0.069602,0.1521,0.33563,0.022596,0.27631,0.53632,-0.056595,-0.31584,0.79908,-0.10622,0.30466,0.73772,-0.10064,-0.071419,-0.15798,0.096044,0.087307,-0.15355,0.095779,-0.11493,-0.38304,-0.12076,0.13877,-0.37505,-0.10304,-0.11385,-0.69304,-0.006304,0.094636,-0.69464,0.005238
126,-0.007915,0.51664,0.040623,-0.14687,0.32144,0.015193,-0.2575,0.5405,-0.068567,0.15078,0.3166,0.022316,0.27519,0.51913,-0.057972,-0.31482,0.78187,-0.10697,0.30316,0.71862,-0.10335,-0.071479,-0.17656,0.10529,0.087575,-0.17182,0.10566,-0.11603,-0.38479,-0.12659,0.14045,-0.37755,-0.11118,-0.11377,-0.69475,-0.006936,0.09446,-0.69526,0.004501
127,-0.008326,0.49924,0.040884,-0.14628,0.30313,0.015657,-0.25671,0.5201,-0.067898,0.14949,0.29777,0.021996,0.27391,0.50186,-0.059143,-0.31412,0.76184,-0.10769,0.30164,0.70068,-0.1058,-0.071509,-0.19492,0.11455,0.087894,-0.19001,0.11568,-0.11706,-0.38705,-0.13205,0.14204,-0.37985,-0.11877,-0.11374,-0.69646,-0.007312,0.094325,-0.6957,0.003867
128,-0.008986,0.48056,0.041157,-0.14588,0.28487,0.016068,-0.2562,0.50022,-0.067452,0.14813,0.27943,0.021947,0.27237,0.48403,-0.060173,-0.31365,0.74079,-0.10911,0.30038,0.68639,-0.10774,-0.071655,-0.21297,0.12385,0.088087,-0.20835,0.12565,-0.11802,-0.38933,-0.137,0.14359,-0.38222,-0.12578,-0.11365,-0.69819,-0.007478,0.094308,-0.69602,0.003344
129,-0.009758,0.46211,0.041344,-0.14554,0.26396,0.016489,-0.25532,0.47983,-0.066886,0.14634,0.25956,0.022053,0.27078,0.46587,-0.061051,-0.31263,0.7201,-0.1104,0.29871,0.66696,-0.10977,-0.071667,-0.23158,0.13323,0.088149,-0.22681,0.13526,-0.11904,-0.39129,-0.14154,0.14506,-0.38438,-0.13275,-0.11353,-0.70003,-0.007612,0.094302,-0.69623,0.002919
130,-0.010509,0.44411,0.041419,-0.14559,0.24387,0.016904,-0.25558,0.46016,-0.067168,0.14462,0.23925,0.02216,0.26935,0.44835,-0.061829,-0.31184,0.69943,-0.11183,0.29654,0.64591,-0.11165,-0.071629,-0.25044,0.14231,0.088164,-0.24573,0.14488,-0.12009,-0.39301,-0.14606,0.14638,-0.38588,-0.13952,-0.11329,-0.70185,-0.007647,0.094307,-0.69654,0.002337
131,-0.011272,0.42512,0.041391,-0.14573,0.22443,0.0172,-0.25558,0.44234,-0.067168,0.14324,0.22151,0.022182,0.26789,0.42949,-0.062651,-0.31143,0.68467,-0.11353,0.29464,0.62877,-0.11306,-0.071763,-0.26733,0.14652,0.088147,-0.26261,0.14923,-0.12114,-0.394,-0.15034,0.14768,-0.38691,-0.14594,-0.11298,-0.70355,-0.007636,0.094309,-0.69701,0.001673
132,-0.012036,0.40644,0.041364,-0.14518,0.20879,0.017381,-0.25483,0.42773,-0.066933,0.14205,0.2049,0.021922,0.26648,0.41181,-0.06341,-0.31135,0.66417,-0.11563,0.29268,0.61221,-0.11448,-0.07185,-0.28253,0.1496,0.088247,-0.27783,0.1519,-0.12119,-0.3944,-0.15188,0.14775,-0.3876,-0.14813,-0.1126,-0.70498,-0.007622,0.094333,-0.69751,0.001006
133,-0.012787,0.38776,0.041182,-0.14452,0.19139,0.01756,-0.25485,0.40889,-0.066933,0.14088,0.18728,0.021586,0.26527,0.39368,-0.064165,-0.31128,0.64392,-0.11744,0.2906,0.59626,-0.11578,-0.071985,-0.2987,0.1523,0.088342,-0.29379,0.15426,-0.12131,-0.3944,-0.15361,0.14784,-0.38783,-0.15042,-0.11214,-0.70616,-0.007606,0.094387,-0.69806,0.000326
134,-0.013127,0.36902,0.040784,-0.14451,0.1754,0.017551,-0.25466,0.39145,-0.066926,0.14024,0.17212,0.021119,0.26421,0.37727,-0.064971,-0.31145,0.62498,-0.11926,0.2884,0.58074,-0.11692,-0.072061,-0.31383,0.1544,0.088414,-0.30882,0.15608,-0.12144,-0.3944,-0.15502,0.1479,-0.38783,-0.1521,-0.11174,-0.70723,-0.007591,0.094461,-0.69866,-0.000509
