FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
34,-0.007527,0.73247,0.06495,-0.1752,0.51634,0.003523,-0.30625,0.68825,-0.13562,0.17401,0.51438,-0.003619,0.30305,0.68213,-0.13219,-0.28541,0.90894,-0.22165,0.29149,0.92046,-0.22777,-0.077597,-0.000889,-0.0282,0.078914,-0.000475,-0.027242,-0.13763,-0.46028,-0.01741,0.12086,-0.45752,0.003749,-0.16187,-0.81419,0.044034,0.13358,-0.81693,0.052345
35,-0.007601,0.73095,0.06495,-0.1752,0.51462,0.003732,-0.30619,0.68685,-0.13525,0.17401,0.51265,-0.002808,0.30356,0.67917,-0.13101,-0.28516,0.90589,-0.22062,0.29291,0.91801,-0.22561,-0.077479,-0.002179,-0.025947,0.079426,-0.00152,-0.025452,-0.13878,-0.45918,-0.021701,0.12302,-0.45736,-0.001754,-0.16187,-0.81426,0.043833,0.13364,-0.81681,0.052259
36,-0.007648,0.72829,0.064949,-0.17517,0.51236,0.003733,-0.30612,0.68476,-0.13523,0.17404,0.51028,-0.002355,0.30415,0.67547,-0.1303,-0.28492,0.9042,-0.22049,0.29426,0.91524,-0.22395,-0.077331,-0.004103,-0.023222,0.080008,-0.003166,-0.023357,-0.14008,-0.45827,-0.026731,0.12561,-0.45732,-0.008455,-0.16189,-0.8143,0.04363,0.13379,-0.81674,0.052103
37,-0.007617,0.7242,0.064264,-0.17503,0.50888,0.003734,-0.30601,0.68077,-0.13523,0.17409,0.50705,-0.002354,0.30479,0.67056,-0.13029,-0.28463,0.90277,-0.22049,0.2956,0.91139,-0.22299,-0.0772,-0.006846,-0.020193,0.080692,-0.005703,-0.020975,-0.14156,-0.45778,-0.032725,0.12855,-0.45748,-0.016244,-0.16194,-0.81476,0.043384,0.13395,-0.81674,0.051926
38,-0.007566,0.7192,0.063106,-0.17481,0.50444,0.003736,-0.30581,0.67552,-0.13523,0.17415,0.50256,-0.002354,0.30584,0.66461,-0.13029,-0.28416,0.90085,-0.22048,0.29686,0.9069,-0.22251,-0.077234,-0.01074,-0.016631,0.081382,-0.009433,-0.018133,-0.14317,-0.45755,-0.039601,0.13164,-0.45762,-0.024798,-0.16193,-0.81535,0.043127,0.13414,-0.81674,0.051703
39,-0.007504,0.71223,0.061239,-0.17436,0.49788,0.003327,-0.30557,0.66933,-0.13523,0.17421,0.49643,-0.002353,0.3071,0.65704,-0.13027,-0.28346,0.8985,-0.22048,0.29788,0.90143,-0.22248,-0.077274,-0.016546,-0.012359,0.082167,-0.015035,-0.014391,-0.14496,-0.45755,-0.047176,0.13502,-0.45781,-0.03402,-0.16192,-0.81607,0.042868,0.13437,-0.81674,0.051409
40,-0.00745,0.70137,0.058106,-0.17389,0.48762,0.002233,-0.30508,0.65968,-0.13614,0.17435,0.48582,-0.002931,0.30866,0.64621,-0.13043,-0.28246,0.89326,-0.22085,0.29871,0.89029,-0.22248,-0.077325,-0.025475,-0.006989,0.082864,-0.023944,-0.009844,-0.14703,-0.45755,-0.05617,0.13863,-0.45815,-0.044564,-0.16192,-0.81692,0.042346,0.13468,-0.81707,0.050809
41,-0.007307,0.68863,0.054474,-0.17342,0.47553,0.000898,-0.30422,0.64864,-0.13748,0.17451,0.47365,-0.00345,0.31023,0.63267,-0.13088,-0.28071,0.88402,-0.22156,0.29941,0.87802,-0.22247,-0.077463,-0.036052,-0.001082,0.083536,-0.034756,-0.004756,-0.1491,-0.45755,-0.065553,0.1421,-0.45861,-0.054923,-0.16191,-0.81817,0.041751,0.13503,-0.8177,0.049882
42,-0.007062,0.67408,0.050551,-0.17263,0.46102,-0.000825,-0.3032,0.63489,-0.13927,0.17474,0.45919,-0.004487,0.31179,0.61782,-0.13186,-0.27877,0.87353,-0.22259,0.3,0.86488,-0.22246,-0.077669,-0.048446,0.00518,0.084206,-0.047336,0.000887,-0.1511,-0.45771,-0.074767,0.14526,-0.45921,-0.064429,-0.1619,-0.81946,0.041096,0.13542,-0.81886,0.048854
43,-0.006686,0.65677,0.045583,-0.17181,0.44552,-0.003051,-0.30196,0.62005,-0.14195,0.17502,0.44303,-0.005712,0.31332,0.60135,-0.13389,-0.27648,0.86104,-0.22433,0.30037,0.84914,-0.22365,-0.077928,-0.06233,0.010842,0.084716,-0.061411,0.006194,-0.1529,-0.45847,-0.083308,0.14821,-0.46012,-0.072896,-0.16187,-0.82114,0.040301,0.13582,-0.82008,0.047772
