FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
70,0.000542,0.76379,0.030143,-0.13986,0.54776,0.030267,-0.24489,0.78634,0.009756,0.15002,0.52859,0.033311,0.25151,0.77648,0.030882,-0.28593,1.0365,-0.002209,0.31506,1.0242,0.0128,-0.069187,0.046237,0.002564,0.073043,0.045906,0.001431,-0.11431,-0.32649,-0.046838,0.13002,-0.32873,-0.027617,-0.13205,-0.69499,-0.020361,0.14897,-0.67552,-0.005324
71,0.000538,0.76342,0.030181,-0.13986,0.54776,0.030267,-0.24476,0.7853,0.008148,0.15006,0.52859,0.033315,0.25208,0.77646,0.029983,-0.2857,1.0362,-0.005956,0.31655,1.0243,0.010586,-0.069654,0.046186,0.005901,0.072541,0.045825,0.004922,-0.11461,-0.32649,-0.046921,0.1301,-0.32902,-0.027779,-0.13193,-0.69488,-0.020615,0.14907,-0.67565,-0.005797
72,0.000514,0.76283,0.030179,-0.13991,0.54776,0.030263,-0.24463,0.78411,0.006494,0.15011,0.52859,0.033318,0.25259,0.77646,0.029082,-0.2856,1.0358,-0.009567,0.31788,1.0244,0.008344,-0.070031,0.046086,0.009194,0.072125,0.045783,0.008276,-0.11493,-0.32649,-0.047035,0.13018,-0.32924,-0.027986,-0.13181,-0.69477,-0.020941,0.1491,-0.67573,-0.0062
73,0.000427,0.76201,0.030172,-0.14017,0.54756,0.030242,-0.24456,0.78249,0.004853,0.15032,0.52808,0.03324,0.25295,0.77582,0.028234,-0.28566,1.0353,-0.012948,0.31903,1.0243,0.006289,-0.070268,0.045879,0.012133,0.071878,0.045621,0.011339,-0.11525,-0.32649,-0.047197,0.13027,-0.32938,-0.028281,-0.13169,-0.69473,-0.021346,0.14911,-0.67576,-0.006574
74,0.000308,0.76099,0.030215,-0.14062,0.5471,0.030565,-0.2446,0.78074,0.003291,0.15027,0.52736,0.03374,0.25325,0.77503,0.027345,-0.28589,1.0344,-0.016061,0.32005,1.0238,0.004366,-0.070509,0.045433,0.015122,0.071616,0.045282,0.014592,-0.11557,-0.32646,-0.047363,0.13038,-0.32986,-0.028554,-0.13161,-0.69465,-0.021764,0.14921,-0.6758,-0.007214
75,0.000118,0.75973,0.030273,-0.14096,0.54657,0.03086,-0.24473,0.77934,0.001756,0.15023,0.52635,0.034227,0.25351,0.774,0.026391,-0.28626,1.0335,-0.018629,0.32097,1.0231,0.002585,-0.070743,0.044891,0.018029,0.071355,0.044801,0.017817,-0.11585,-0.3263,-0.047554,0.13054,-0.33011,-0.028891,-0.13154,-0.69454,-0.022101,0.14927,-0.67593,-0.008013
76,-0.00012,0.75819,0.03037,-0.14137,0.54574,0.031056,-0.24494,0.77803,0.000237,0.15019,0.52524,0.034672,0.2539,0.77287,0.025397,-0.28677,1.0326,-0.021255,0.32185,1.0225,0.000812,-0.070867,0.044201,0.020927,0.071171,0.044201,0.021041,-0.1161,-0.32696,-0.047734,0.13075,-0.3303,-0.029255,-0.13146,-0.69448,-0.022539,0.14929,-0.67605,-0.0088
77,-0.000432,0.75582,0.030454,-0.14184,0.54386,0.031252,-0.24525,0.77596,-0.001479,0.15014,0.52329,0.035104,0.2542,0.77078,0.024177,-0.28734,1.0295,-0.024442,0.32271,1.0217,-0.001023,-0.07094,0.043046,0.023946,0.071013,0.043196,0.024825,-0.11638,-0.3271,-0.048161,0.13112,-0.33087,-0.030274,-0.1314,-0.69447,-0.023257,0.14935,-0.67619,-0.009771
78,-0.000969,0.75272,0.030507,-0.14231,0.54056,0.031539,-0.24593,0.77314,-0.003071,0.14996,0.52099,0.035752,0.25446,0.76826,0.023124,-0.28808,1.0264,-0.027283,0.32356,1.0207,-0.002491,-0.070922,0.041281,0.027196,0.07102,0.041761,0.028442,-0.11672,-0.32719,-0.048782,0.13157,-0.33215,-0.032125,-0.13134,-0.69447,-0.023977,0.14941,-0.67643,-0.010734
79,-0.001603,0.74896,0.030521,-0.14264,0.53678,0.031829,-0.24668,0.76985,-0.004698,0.14976,0.51845,0.035958,0.25481,0.76536,0.022006,-0.28878,1.0225,-0.030352,0.32439,1.0194,-0.003915,-0.070832,0.039206,0.030428,0.071081,0.040003,0.031784,-0.11741,-0.32738,-0.050422,0.13206,-0.33365,-0.034266,-0.13128,-0.69447,-0.024689,0.14945,-0.6766,-0.011762
