FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
23,-0.025044,0.78214,0.033157,-0.19243,0.51452,-0.021055,-0.36442,0.60894,-0.006682,0.16099,0.51579,-0.01331,0.34621,0.56266,0.017263,-0.24201,0.73371,-0.005332,0.18679,0.73032,0.016487,-0.080204,0.028659,-0.032226,0.066905,0.027383,-0.030217,-0.08077,-0.3631,-0.003155,0.073219,-0.38976,0.0096,-0.08716,-0.68816,0.020101,0.070506,-0.69618,0.023988
24,-0.025223,0.78328,0.03548,-0.19242,0.51493,-0.020709,-0.36494,0.60939,-0.004513,0.16016,0.51691,-0.012558,0.34626,0.56176,0.019806,-0.24275,0.73394,-0.002433,0.18556,0.73111,0.019178,-0.080186,0.028848,-0.031347,0.066921,0.027962,-0.029426,-0.080909,-0.36467,-0.004249,0.073218,-0.38931,0.009547,-0.087169,-0.68841,0.019976,0.070506,-0.69625,0.024017
25,-0.025804,0.78424,0.037707,-0.19242,0.51534,-0.020404,-0.36576,0.60974,-0.002727,0.1592,0.51802,-0.011801,0.3463,0.56129,0.022005,-0.2436,0.7342,5.2e-05,0.18435,0.73123,0.02185,-0.080177,0.029108,-0.030878,0.066933,0.028359,-0.028798,-0.081025,-0.36619,-0.005599,0.073215,-0.38902,0.009502,-0.087175,-0.68867,0.019683,0.070504,-0.69626,0.02408
26,-0.026778,0.78501,0.039703,-0.19241,0.51565,-0.020118,-0.36687,0.60996,-0.001411,0.158,0.51903,-0.011011,0.34634,0.56129,0.023965,-0.24477,0.73477,0.002357,0.18285,0.73148,0.023904,-0.080397,0.029354,-0.03075,0.066942,0.028535,-0.028169,-0.08118,-0.36754,-0.007325,0.07311,-0.38885,0.009482,-0.087182,-0.68896,0.019324,0.070496,-0.69626,0.02408
27,-0.028299,0.78558,0.041445,-0.19358,0.51584,-0.019833,-0.36845,0.6102,-0.000469,0.15543,0.52003,-0.0102,0.34501,0.56176,0.025553,-0.2459,0.73539,0.004535,0.18053,0.73147,0.025776,-0.081528,0.029621,-0.030727,0.066085,0.028799,-0.027549,-0.081359,-0.3687,-0.009034,0.072738,-0.38866,0.00947,-0.08719,-0.68939,0.018941,0.07045,-0.69626,0.024081
28,-0.030327,0.78593,0.042944,-0.19551,0.51592,-0.019681,-0.37086,0.61046,-0.00015,0.15182,0.52084,-0.009301,0.34278,0.56254,0.027032,-0.24698,0.73579,0.006482,0.17748,0.73148,0.027577,-0.083356,0.029865,-0.030691,0.064497,0.029313,-0.026943,-0.081617,-0.36907,-0.010599,0.072073,-0.38822,0.009318,-0.087168,-0.68976,0.018548,0.070349,-0.69625,0.024083
29,-0.033274,0.78616,0.044275,-0.19843,0.51592,-0.019547,-0.37414,0.6109,-8.4e-05,0.14735,0.52147,-0.00849,0.33737,0.56254,0.028621,-0.24813,0.73621,0.007414,0.17349,0.73148,0.029181,-0.085806,0.029865,-0.030641,0.062331,0.029867,-0.026368,-0.08219,-0.36916,-0.011805,0.071179,-0.38782,0.009005,-0.087022,-0.69012,0.018259,0.070184,-0.69619,0.024149
30,-0.037404,0.78633,0.045674,-0.20218,0.51592,-0.019491,-0.37846,0.61154,3e-06,0.14219,0.522,-0.007463,0.33084,0.56379,0.030179,-0.25029,0.7366,0.008353,0.16877,0.73189,0.03035,-0.088766,0.029865,-0.03057,0.059493,0.030554,-0.025834,-0.083332,-0.36916,-0.012566,0.07,-0.38741,0.008434,-0.08706,-0.69048,0.017966,0.069908,-0.69598,0.02422
31,-0.042132,0.7865,0.04688,-0.20647,0.51666,-0.019078,-0.38356,0.61224,0.000105,0.13634,0.52307,-0.006456,0.3227,0.56543,0.03148,-0.25301,0.73689,0.009094,0.16358,0.732,0.031393,-0.092664,0.029926,-0.030457,0.05568,0.031383,-0.025141,-0.084833,-0.36916,-0.01308,0.068228,-0.38689,0.006999,-0.087109,-0.69067,0.017807,0.069499,-0.6955,0.024293
32,-0.047904,0.78674,0.047997,-0.21087,0.5177,-0.018514,-0.38952,0.61295,0.000223,0.13035,0.52379,-0.005598,0.31422,0.56728,0.032503,-0.25588,0.7373,0.009656,0.15707,0.73157,0.032327,-0.097245,0.030121,-0.030343,0.051159,0.032283,-0.024412,-0.086587,-0.3691,-0.01317,0.066646,-0.38633,0.00494,-0.087166,-0.69067,0.017808,0.068956,-0.69473,0.024836
33,-0.054221,0.7871,0.049044,-0.21521,0.51897,-0.01796,-0.39643,0.6137,0.000267,0.12421,0.52437,-0.00488,0.30511,0.56936,0.03333,-0.25913,0.73781,0.010131,0.14895,0.73258,0.033266,-0.10238,0.030538,-0.030103,0.046053,0.033325,-0.023661,-0.088755,-0.36858,-0.013126,0.065035,-0.38291,0.0009,-0.087214,-0.69067,0.017809,0.06814,-0.69247,0.027766
34,-0.060588,0.78761,0.049969,-0.22189,0.52061,-0.017423,-0.4037,0.61447,0.000442,0.11714,0.52507,-0.004153,0.29582,0.57151,0.03393,-0.26246,0.7394,0.010694,0.14032,0.7342,0.034179,-0.10803,0.031287,-0.029889,0.040131,0.03508,-0.022791,-0.091978,-0.36686,-0.013062,0.063204,-0.37577,-0.005375,-0.087343,-0.69067,0.017812,0.067291,-0.68695,0.033199
35,-0.067179,0.78824,0.05094,-0.22902,0.52217,-0.016961,-0.41111,0.61539,0.000677,0.10978,0.52584,-0.003341,0.28663,0.57359,0.034429,-0.26588,0.74106,0.01146,0.1312,0.73612,0.035104,-0.11373,0.032179,-0.029731,0.034114,0.037348,-0.021791,-0.095645,-0.3646,-0.012988,0.06168,-0.3613,-0.018214,-0.087598,-0.68983,0.017914,0.066233,-0.67483,0.038705
