FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
13,0.012094,0.80426,0.1049,-0.15227,0.6374,0.077079,-0.21195,0.87423,-0.020234,0.17417,0.60833,0.078337,0.27798,0.85526,0.000233,-0.19449,1.1496,-0.08415,0.28725,1.1075,-0.08599,-0.074252,0.002517,-0.038116,0.074956,-0.002197,-0.036775,-0.11261,-0.46848,-0.052227,0.12868,-0.49751,-0.033015,-0.10023,-0.86943,-0.056898,0.14563,-0.8969,-0.04356
14,0.014336,0.8039,0.10349,-0.15072,0.63697,0.075804,-0.21016,0.87352,-0.021887,0.17621,0.60839,0.077923,0.28057,0.85462,-0.00173,-0.19235,1.149,-0.086625,0.29042,1.1068,-0.089234,-0.073124,0.00243,-0.038101,0.076385,-0.002227,-0.037057,-0.11164,-0.46819,-0.055933,0.12959,-0.49667,-0.036667,-0.10018,-0.86904,-0.057505,0.14562,-0.89657,-0.044022
15,0.016842,0.80314,0.10196,-0.14885,0.63631,0.074352,-0.20824,0.87333,-0.023549,0.17848,0.60836,0.077514,0.28322,0.8539,-0.003764,-0.19008,1.1485,-0.089143,0.29363,1.106,-0.092416,-0.071551,0.002301,-0.038114,0.078334,-0.002256,-0.037349,-0.11056,-0.46803,-0.059586,0.13068,-0.4954,-0.040326,-0.10001,-0.86873,-0.058072,0.14562,-0.89565,-0.044522
16,0.019538,0.80235,0.10049,-0.14657,0.63524,0.072844,-0.20627,0.87283,-0.02525,0.18113,0.60831,0.077129,0.28597,0.85314,-0.005739,-0.18774,1.148,-0.091609,0.29681,1.105,-0.095074,-0.069661,0.001992,-0.038111,0.080694,-0.002503,-0.037631,-0.10947,-0.46999,-0.063265,0.13186,-0.49402,-0.043836,-0.099847,-0.87064,-0.058782,0.14562,-0.89471,-0.045354
17,0.022317,0.80168,0.099123,-0.14385,0.63357,0.071149,-0.204,0.87221,-0.027267,0.18418,0.60826,0.076723,0.28891,0.85221,-0.007728,-0.18524,1.1474,-0.094136,0.30017,1.1038,-0.098032,-0.067383,0.001439,-0.03805,0.083411,-0.002958,-0.037932,-0.10863,-0.47193,-0.066976,0.13333,-0.4927,-0.047163,-0.099728,-0.87252,-0.059872,0.14577,-0.89338,-0.045869
18,0.024945,0.80083,0.098055,-0.1412,0.6316,0.069551,-0.20165,0.87166,-0.029105,0.18724,0.60802,0.076369,0.29186,0.8499,-0.009278,-0.1831,1.1468,-0.096193,0.30305,1.1026,-0.10053,-0.064914,0.000734,-0.0379,0.086276,-0.003574,-0.038204,-0.10783,-0.47307,-0.069894,0.13508,-0.49197,-0.05044,-0.099596,-0.87355,-0.060909,0.14596,-0.89259,-0.046379
19,0.027828,0.80003,0.096813,-0.13848,0.62967,0.067975,-0.1991,0.87133,-0.030966,0.1905,0.6078,0.075995,0.2949,0.84762,-0.010698,-0.18089,1.1461,-0.098311,0.30616,1.101,-0.10329,-0.062337,1.6e-05,-0.037745,0.089224,-0.004198,-0.03842,-0.10658,-0.4733,-0.072331,0.13692,-0.49123,-0.053778,-0.099429,-0.87362,-0.061037,0.14615,-0.89185,-0.047087
20,0.030865,0.79898,0.095456,-0.13561,0.62769,0.066351,-0.19648,0.8712,-0.03275,0.19399,0.60706,0.075344,0.29807,0.84576,-0.012166,-0.17853,1.1455,-0.10058,0.30947,1.0993,-0.10628,-0.059678,-0.000927,-0.037515,0.092291,-0.005044,-0.03856,-0.10555,-0.47162,-0.074796,0.13874,-0.49086,-0.05691,-0.099264,-0.87179,-0.060953,0.14643,-0.89143,-0.048139
21,0.034551,0.79753,0.093735,-0.1321,0.62505,0.064636,-0.193,0.87059,-0.034513,0.19831,0.60537,0.074423,0.30178,0.84305,-0.013901,-0.17553,1.1443,-0.10325,0.31353,1.0976,-0.11041,-0.056596,-0.002533,-0.03725,0.095878,-0.006559,-0.038685,-0.10396,-0.46969,-0.077082,0.14063,-0.49051,-0.059825,-0.098947,-0.86972,-0.061419,0.14695,-0.89106,-0.049135
22,0.038104,0.79627,0.09164,-0.12835,0.62306,0.062724,-0.18948,0.86881,-0.036793,0.20244,0.60346,0.072777,0.30558,0.84035,-0.016827,-0.17278,1.1432,-0.10635,0.31701,1.0959,-0.11461,-0.05324,-0.004107,-0.036744,0.099714,-0.008,-0.038716,-0.10189,-0.46963,-0.079339,0.14302,-0.48936,-0.062374,-0.098178,-0.86944,-0.062058,0.1479,-0.88984,-0.049985
23,0.042138,0.79479,0.089096,-0.12464,0.62125,0.061022,-0.18583,0.86648,-0.039348,0.2066,0.60133,0.070756,0.30975,0.8376,-0.020287,-0.17003,1.1421,-0.10973,0.32056,1.0943,-0.11963,-0.049889,-0.005619,-0.036299,0.10349,-0.009372,-0.038747,-0.099784,-0.46836,-0.081714,0.1456,-0.48815,-0.06508,-0.097409,-0.86805,-0.06288,0.14897,-0.88849,-0.050632
24,0.046335,0.79358,0.086551,-0.12086,0.61963,0.059494,-0.18188,0.86304,-0.042248,0.2109,0.59923,0.068712,0.31425,0.83468,-0.023869,-0.16735,1.141,-0.1133,0.32453,1.0926,-0.12494,-0.046694,-0.007064,-0.035741,0.10696,-0.01061,-0.038732,-0.097523,-0.46813,-0.084206,0.14809,-0.48689,-0.067656,-0.096647,-0.86777,-0.06368,0.14977,-0.8871,-0.051446
25,0.05058,0.79228,0.083904,-0.11758,0.61839,0.058128,-0.17745,0.85966,-0.044978,0.2153,0.59687,0.066271,0.31881,0.83164,-0.027632,-0.16446,1.1397,-0.11723,0.32854,1.0908,-0.13055,-0.043414,-0.00858,-0.034768,0.11039,-0.011826,-0.038671,-0.095305,-0.46808,-0.086606,0.15061,-0.48582,-0.070364,-0.09591,-0.86769,-0.06489,0.15048,-0.88589,-0.05196
26,0.054796,0.79095,0.081274,-0.11474,0.61766,0.056941,-0.17314,0.85603,-0.047632,0.21927,0.59454,0.063895,0.32327,0.82869,-0.031511,-0.16151,1.1384,-0.12147,0.33245,1.0891,-0.13607,-0.040242,-0.010391,-0.033338,0.11377,-0.013181,-0.038499,-0.093221,-0.46808,-0.088758,0.15296,-0.48474,-0.072898,-0.09519,-0.86769,-0.065917,0.15123,-0.88461,-0.052589
27,0.059389,0.78956,0.077769,-0.11217,0.61717,0.055904,-0.16917,0.85227,-0.049876,0.22348,0.59191,0.060834,0.32755,0.82666,-0.03587,-0.15843,1.1368,-0.12643,0.33654,1.0875,-0.1425,-0.037089,-0.012228,-0.031725,0.11729,-0.014663,-0.038387,-0.091306,-0.46759,-0.091095,0.1553,-0.48327,-0.075642,-0.09447,-0.86701,-0.067258,0.15194,-0.88282,-0.05308
28,0.064039,0.78788,0.074065,-0.10973,0.61667,0.054866,-0.16524,0.84833,-0.052249,0.22783,0.58879,0.057429,0.33194,0.82463,-0.040681,-0.15531,1.1349,-0.13176,0.34118,1.0846,-0.14952,-0.033936,-0.01421,-0.029887,0.1209,-0.016393,-0.038094,-0.089885,-0.46718,-0.093287,0.15793,-0.48161,-0.078461,-0.093782,-0.86643,-0.067378,0.15266,-0.88087,-0.053298
29,0.068749,0.78616,0.070184,-0.10683,0.6157,0.053677,-0.16097,0.84389,-0.055169,0.23201,0.58611,0.054206,0.33645,0.822,-0.045943,-0.15233,1.1329,-0.13725,0.34559,1.0815,-0.1566,-0.030815,-0.016455,-0.027691,0.12452,-0.018294,-0.037695,-0.088522,-0.46684,-0.095541,0.16068,-0.47996,-0.081644,-0.093111,-0.86589,-0.067444,0.15333,-0.87881,-0.053446
30,0.072948,0.78426,0.066343,-0.10282,0.61336,0.05197,-0.15723,0.83896,-0.058326,0.23617,0.58302,0.050304,0.34034,0.81932,-0.051093,-0.14998,1.1305,-0.14256,0.34922,1.0782,-0.16275,-0.02812,-0.018909,-0.025413,0.12785,-0.020711,-0.037107,-0.087338,-0.46604,-0.097344,0.16324,-0.47816,-0.084671,-0.092345,-0.86494,-0.067455,0.15392,-0.87665,-0.053747
31,0.077522,0.78177,0.062178,-0.098814,0.61041,0.050403,-0.15326,0.83457,-0.061619,0.24024,0.57956,0.04665,0.34451,0.81579,-0.056071,-0.14707,1.1273,-0.14845,0.35353,1.0734,-0.16964,-0.025469,-0.022005,-0.022823,0.13112,-0.023589,-0.036235,-0.086419,-0.46447,-0.099158,0.16536,-0.47719,-0.087483,-0.091849,-0.86316,-0.067016,0.15408,-0.87529,-0.053748
32,0.082241,0.7789,0.05784,-0.095064,0.60758,0.048835,-0.14875,0.82994,-0.06557,0.24456,0.57577,0.042716,0.34885,0.81164,-0.061693,-0.14363,1.1237,-0.15555,0.35805,1.0681,-0.17712,-0.022762,-0.025473,-0.019792,0.13456,-0.026864,-0.035027,-0.085277,-0.46365,-0.10081,0.16747,-0.47626,-0.090266,-0.09125,-0.86207,-0.066934,0.15421,-0.87405,-0.053749
33,0.087456,0.77492,0.052494,-0.090161,0.60387,0.046221,-0.14393,0.8262,-0.070204,0.24937,0.57118,0.038031,0.35339,0.8072,-0.068557,-0.13961,1.1194,-0.16368,0.36317,1.0614,-0.1861,-0.01966,-0.029767,-0.016299,0.13862,-0.031199,-0.033274,-0.083765,-0.46312,-0.1024,0.17015,-0.47515,-0.093373,-0.090515,-0.8613,-0.06694,0.1546,-0.87261,-0.054761
34,0.09279,0.77082,0.046941,-0.084435,0.59994,0.043061,-0.13955,0.82224,-0.075428,0.25409,0.56634,0.033156,0.358,0.80198,-0.075864,-0.13565,1.1152,-0.17197,0.36863,1.0544,-0.19599,-0.016373,-0.034471,-0.012561,0.14289,-0.0361,-0.031154,-0.082118,-0.46234,-0.10396,0.17272,-0.47398,-0.096303,-0.089728,-0.86028,-0.067111,0.155,-0.8711,-0.056245
35,0.098442,0.76571,0.041213,-0.077872,0.59447,0.039518,-0.13489,0.81783,-0.081168,0.25923,0.56031,0.028135,0.36301,0.79597,-0.083347,-0.13125,1.1101,-0.18042,0.37445,1.046,-0.2058,-0.013272,-0.039666,-0.00905,0.14707,-0.041834,-0.029037,-0.080485,-0.46161,-0.10569,0.17523,-0.47267,-0.099287,-0.088883,-0.85929,-0.067491,0.15528,-0.8695,-0.057601
36,0.10385,0.76043,0.035771,-0.070481,0.58818,0.035607,-0.12996,0.81313,-0.087624,0.2641,0.55442,0.023485,0.36808,0.78973,-0.090973,-0.12676,1.105,-0.18903,0.38034,1.037,-0.21521,-0.010226,-0.044955,-0.005399,0.15116,-0.047625,-0.026649,-0.078808,-0.46142,-0.10707,0.17747,-0.47155,-0.10172,-0.087975,-0.85889,-0.067726,0.15556,-0.86819,-0.059043
