FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
98,-0.01708,0.77446,0.038371,-0.16668,0.5829,-0.011467,-0.27084,0.78363,-0.073022,0.15815,0.56638,-0.000759,0.271,0.76124,-0.049097,-0.31279,0.96543,-0.10363,0.30012,0.95245,-0.06109,-0.076824,0.060629,-0.036007,0.068901,0.061565,-0.03435,-0.096863,-0.32644,-0.016184,0.094972,-0.32574,0.005271,-0.10044,-0.66619,0.033579,0.09492,-0.65754,0.055157
99,-0.016542,0.77439,0.03808,-0.16619,0.58289,-0.011446,-0.27044,0.7841,-0.073675,0.15857,0.56635,-0.000742,0.27196,0.7604,-0.050412,-0.31184,0.96586,-0.1052,0.30079,0.95191,-0.062892,-0.076604,0.060582,-0.033794,0.06931,0.061496,-0.032179,-0.09703,-0.3279,-0.017802,0.095381,-0.32612,0.004652,-0.1004,-0.66734,0.032663,0.094935,-0.65781,0.054793
100,-0.015915,0.77423,0.037698,-0.1657,0.58289,-0.01142,-0.27004,0.78412,-0.074501,0.15893,0.56628,-0.000726,0.2729,0.75943,-0.051841,-0.31132,0.96586,-0.10701,0.30142,0.95129,-0.064823,-0.076366,0.060421,-0.031283,0.069809,0.061214,-0.029431,-0.097297,-0.3293,-0.01988,0.095826,-0.32651,0.003927,-0.10036,-0.66861,0.031704,0.094955,-0.65812,0.054327
101,-0.015188,0.77381,0.037217,-0.16505,0.58272,-0.011377,-0.26959,0.78412,-0.075529,0.1593,0.566,-0.000747,0.27385,0.75833,-0.053339,-0.31082,0.96586,-0.10898,0.30195,0.95054,-0.066899,-0.076177,0.060084,-0.028171,0.070356,0.060714,-0.026297,-0.097639,-0.33074,-0.022202,0.096375,-0.32695,0.002978,-0.10032,-0.66994,0.030753,0.094918,-0.65851,0.053697
102,-0.014314,0.77305,0.036663,-0.16442,0.58228,-0.01134,-0.26909,0.78411,-0.076908,0.15949,0.56562,-0.000727,0.27478,0.75684,-0.054822,-0.31033,0.96531,-0.11073,0.30239,0.94978,-0.068774,-0.076039,0.059545,-0.024761,0.070924,0.059971,-0.022879,-0.098049,-0.33198,-0.024745,0.097,-0.32744,0.001879,-0.10034,-0.67104,0.029902,0.094886,-0.65885,0.053038
103,-0.013339,0.77182,0.035972,-0.16379,0.58169,-0.011276,-0.26858,0.78408,-0.078491,0.15971,0.56488,-0.000533,0.2756,0.75492,-0.056214,-0.30985,0.96522,-0.11285,0.30272,0.94898,-0.070486,-0.075878,0.058758,-0.021127,0.071481,0.058891,-0.019028,-0.098473,-0.33314,-0.027296,0.097792,-0.32793,0.000673,-0.1005,-0.67223,0.029044,0.094851,-0.65919,0.052345
104,-0.012339,0.77019,0.035235,-0.16315,0.58087,-0.011238,-0.26811,0.7837,-0.080272,0.15971,0.56397,-0.000179,0.27631,0.75254,-0.057456,-0.30937,0.96478,-0.11501,0.30284,0.94817,-0.072136,-0.075806,0.057678,-0.017238,0.071959,0.057482,-0.015115,-0.098951,-0.33388,-0.029921,0.098748,-0.32856,-0.000656,-0.10072,-0.67346,0.028145,0.0948,-0.65971,0.051554
105,-0.011474,0.76793,0.034551,-0.16254,0.57979,-0.011187,-0.26765,0.7825,-0.082186,0.1597,0.56198,0.000177,0.27694,0.74952,-0.058549,-0.30888,0.96345,-0.11739,0.30291,0.94736,-0.073604,-0.07585,0.05604,-0.013088,0.072297,0.055499,-0.011019,-0.099434,-0.33441,-0.032697,0.099803,-0.32933,-0.002136,-0.10093,-0.67488,0.027222,0.094697,-0.66032,0.050706
106,-0.01078,0.76464,0.034112,-0.16181,0.57718,-0.010991,-0.26721,0.7805,-0.083906,0.15982,0.5597,0.000621,0.27745,0.74616,-0.059315,-0.30856,0.96134,-0.11968,0.30295,0.94668,-0.074739,-0.075899,0.053613,-0.008623,0.072746,0.05295,-0.00675,-0.099932,-0.33518,-0.035495,0.10096,-0.33029,-0.00404,-0.10118,-0.67606,0.026441,0.094596,-0.66109,0.049737
107,-0.010343,0.76021,0.033679,-0.16117,0.57302,-0.010632,-0.26664,0.77683,-0.085405,0.15958,0.55597,0.000721,0.27772,0.74248,-0.059757,-0.30832,0.95875,-0.12186,0.30299,0.94576,-0.075654,-0.07596,0.050063,-0.003811,0.073157,0.049252,-0.002044,-0.1004,-0.33632,-0.03839,0.10232,-0.33155,-0.006411,-0.10143,-0.6774,0.025637,0.094518,-0.66197,0.048573
